,child_mort,exports,health,imports,income,inflation,life_expec,total_fer,gdpp,country
0,1.2932089538171272,-1.15171076525384,0.27018429441862224,-0.09494142804136632,-0.8112097804584586,0.15644402589610162,-1.6176556707358134,1.8957612976914968,-0.6819621292886872,Afghanistan
1,-0.5341095813307514,-0.4905671987490391,-0.1083792609341272,0.059653018149002805,-0.3789956767525141,-0.31183830607540675,0.6437277342319749,-0.8598640130640526,-0.48873599369220916,Albania
2,-0.2684532182046332,-0.10857313810182084,-0.983118350001645,-0.6590022452224424,-0.2247077094440219,0.7864966180032222,0.6662290616445901,-0.040445455429308844,-0.468522911936287,Algeria
3,2.008246641483688,0.7692785974239981,-1.4682677607449741,-0.1785059935496739,-0.588349383235081,1.3824923132396874,-1.1788797861898246,2.1204405796236037,-0.5193287660795509,Angola
4,-0.6905240755078117,0.152211268686184,-0.29949872577240827,0.49001053051678667,0.09737491591377327,-0.6003759045629019,0.699981052763512,-0.5426697326893132,-0.04568709358267109,Antigua and Barbuda
5,-0.5862477460564381,-0.8248120018153552,0.46130375925690326,-1.3024493996364106,0.07659539169714133,1.2405885762786242,0.5874744157004379,-0.38407259250194326,-0.1494839998968662,Argentina
6,-0.496868035098118,-0.7550246253509594,-0.8985847405539436,-0.07822851493970487,-0.5467903348018172,-0.0015421345872153563,0.3062078230427527,-0.8334311563661576,-0.5362640507939722,Armenia
7,-0.8270764116941342,-0.7917548234901151,0.6928523416571288,-1.0977162141410572,1.2558333909910044,-0.626864602128967,1.2850155654914974,-0.6748340161787879,2.12312194887709,Australia
8,-0.8394902604383453,0.36524641789328643,1.5271623131627026,0.026227191945679598,1.3493412499658481,-0.6540155171341837,1.1162556098968863,-0.9986365107280011,1.8499721954186819,Austria
9,0.02699638190759178,0.47543701231075325,-0.3546293406296049,-1.106072670691888,-0.06366639676512433,0.5689108879962587,-0.16632005262215876,-0.6814422303532617,-0.3931335799817663,Azerbaijan
10,-0.6036271342983337,-0.23345581177494984,0.3841208984568282,-0.14508016734635068,0.2947803959717768,-0.7737822711293211,0.3624611415742897,-0.721091515400104,0.8174661273458989,Bahamas
11,-0.7327311612381294,1.0337360240259186,-0.6890884040965971,0.1557522684835564,1.2402487478285305,-0.032760956718649176,0.609975743113053,-0.5228450901658918,0.41866748729662284,Bahrain
12,0.2802388962894988,-0.9313295764189063,-1.2220176810494965,-1.0601121596623186,-0.7680922677089473,-0.06114170411086187,-0.020061424440161176,-0.4105054491998383,-0.6707629893968924,Bangladesh
13,-0.5936960553029649,-0.06816992014874962,0.413523893047333,0.06383124642441824,-0.10003056414423023,-0.706236092335855,0.6887303890572052,-0.7739572287958939,0.16190671904571913,Barbados
14,-0.8096970234522385,0.36891943770720204,-0.45386444737255843,0.7239913139400479,-0.05327663465680835,0.6918941266958466,-0.020061424440161176,-0.9655954398556323,-0.3827538893503468,Belarus
